"","Olig","astrocytes","eNeuron","endo_mural","iNeuron","microglia"
"37",0.0567869283689626,0.0883751096698327,0.246815174547731,0.191075581398007,0.133615751244475,0.283331454770992
"38",0.107511814764538,0.320594675602645,0.175036499047156,0.149310135968644,0.0391235819515379,0.208423292665479
"42",0.0538612208658869,0.0711134652927293,0.16827927609948,0.194282619391509,0.133949003366496,0.378514414983898
"43",0.0664467921005425,0.0956178695220892,0.168065828553775,0.202003496774097,0.14472017402103,0.323145839028466
"44",0.0617499603828852,0.0655111313763923,0.180314573484249,0.222585714052346,0.130672130922427,0.3391664897817
"45",0.084017112551903,0.120081217301747,0.24333102934565,0.20019106034545,0.0760078560573854,0.276371724397865
"49",0.0522121206953114,0.0714318363041928,0.199896318287558,0.169118939538817,0.254265588942442,0.253075196231678
"50",0.0461666607014002,0.0424549050576012,0.190911115932255,0.211170269975046,0.199993770291137,0.309303278042561
"51",0.0867571598510816,0.0802938463261266,0.178344023616413,0.234957407499821,0.206102394913703,0.213545167792855
"52",0.057648356136147,0.122175488899386,0.28227282384729,0.150222418648249,0.235485222426754,0.152195690042174
"56",0.0579822878303649,0.127055633378558,0.184481414891597,0.218549673005631,0.182207393286782,0.229723597607066
"57",0.0653598138421094,0.105584964890715,0.204233167415734,0.22357477801882,0.163319871287616,0.237927404545005
"58",0.0648375589555911,0.154848790604295,0.230773722761228,0.184535761215074,0.119845793924831,0.24515837253898
"59",0.0484164542922578,0.0646941545859894,0.353940505997458,0.13406005184978,0.258308238411154,0.140580594863361
"63",0.0609856980753571,0.0767739670515817,0.245872059502501,0.219822850261223,0.0523343597635028,0.344211065345834
"64",0.0576920523308137,0.10941693214119,0.257118624561721,0.161783653222725,0.145231073432515,0.268757664311036
"65",0.0607840579443385,0.129982958564068,0.295037194821131,0.201151604861718,0.0616049224482863,0.251439261360458
"66",0.0657833670114313,0.0429819948499535,0.338825761717447,0.107488229193413,0.241292240474494,0.20362840675326
"70",0.225976706138546,0.0965868376786481,0.167084755667257,0.13597626496386,0.151577696698995,0.222797738852694
"71",0.0421590146074445,0.0789725360596602,0.222836147856055,0.316517204157455,0.100403478126061,0.239111619193324
"72",0.188263236826663,0.139882346820824,0.175616811632748,0.160658894428006,0.155390377777639,0.18018833251412
"73",0.0619364149059473,0.14148817692043,0.157636281228413,0.134793299606604,0.332953241119147,0.171192586219459
"77",0.0614649773904427,0.0790983913133422,0.231089224526835,0.166564528440787,0.174348913008371,0.287433965320221
"78",0.0533246262321859,0.0195105511095123,0.217664550494874,0.229891218960868,0.113734132331544,0.365874920871016
"79",0.0513887466165326,0.0508620800104314,0.240887543105244,0.208664612677149,0.200729708293062,0.247467309297581
"80",0.0689360880711948,0.14777416655193,0.264401414512228,0.166449482206385,0.0770219601184679,0.275416888539794
"81",0.0750372777971543,0.0757535589842625,0.176815028948474,0.230845977102915,0.111187979391902,0.330360177775291
"82",0.148190269878356,0.0923550897744256,0.214161725779668,0.200727721962135,0.105604244451896,0.238960948153519
"83",0.0923684237811251,0.19304508795262,0.334400967275745,0.145364704938211,0.014277620866022,0.220543195186277
"84",0.154725175721862,0.119534440955267,0.184532710982032,0.180507022960481,0.126717986603898,0.233982662776459
"85",0.0540913105535554,0.114534229854125,0.222807160015138,0.181088572381418,0.166585924614447,0.260892802581317
"86",0.123794832824269,0.0931129808468927,0.197459867428452,0.16427780035297,0.152188056439764,0.269166462107653
"87",0.0668839069551458,0.10222908040134,0.181370078336186,0.209216763183681,0.072539315358139,0.367760855765508
"88",0.0657219784063403,0.0887262254631601,0.188896958467953,0.154722870922376,0.131389699791523,0.370542266948647
"89",0.143820071322371,0.0567420200439312,0.0893393535239034,0.129040449497033,0.34992019166687,0.231137913945891
"90",0.103252620128289,0.130271655031351,0.196810156230005,0.153290529719432,0.137679400042475,0.278695638848447
"91",0.58989947304321,0.0680217306566105,0.0725858969404185,0.0646406305695211,0.0874703286033361,0.117381940186904
"92",0.0601807739408176,0.0540980165619753,0.19756079870451,0.17604671355644,0.217184454875287,0.29492924236097
"93",0.0682987942969167,0.123129931046221,0.265434445922856,0.216584311657826,0.0597651775561584,0.266787339520021
"94",0.0649573841154411,0.064841124080404,0.174442241282574,0.237626338890875,0.140906951914755,0.317225959715951
"95",0.161414430029854,0.098859280786367,0.146617813232924,0.157528599019419,0.189432830412019,0.246147046519416
"96",0.048849059106301,0.0466616162947989,0.177744056461575,0.247098135865189,0.0699286169123166,0.40971851535982
"97",0.0726157581978905,0.186832897887562,0.231645219765287,0.169845184589979,0.104111634668358,0.234949304890923
"101",0.0659212675851534,0.12207816614981,0.0791559990770815,0.34024518440302,0.0711638838805043,0.32143549890443
"102",0.259124287152617,0.0574594874774815,0.0548237397806762,0.169262342068857,0.218021503573634,0.241308639946735
"103",0.340938423166789,0.106803354108849,0.0640127679040984,0.117653766578146,0.124603135048095,0.245988553194022
"104",0.0666613984172573,0.517440250906894,0.0144858471184738,0.272736724270208,0.0144095611744945,0.114266218112671
"109",0.466405722783599,0.456462362048642,0.00253695710219231,0.0211298513591174,0.00529556374182582,0.0481695429646229
"110",0.812607303419635,0.0600075157136417,0.0118191393148788,0.0225288699344202,0.0393845735423155,0.0536525980751089
